Rank,Name,Age,Link,Favorites,Animeography,PFP
988,"Zeppeli, Caesar Anthonio",undefined,https://myanimelist.net/character/21959/Caesar_Anthonio_Zeppeli,1773,JoJo no Kimyou na Bouken (TV),https://cdn.myanimelist.net/images/characters/6/251679.jpg
989,Puck,undefined,https://myanimelist.net/character/5060/Puck,1772,"Berserk, Berserk: Ougon Jidai-hen II - Doldrey Kouryaku, Berserk: Ougon Jidai-hen III - Kourin",https://cdn.myanimelist.net/images/characters/8/101984.jpg
990,"Akagi, Shigeru",5,https://myanimelist.net/character/2934/Shigeru_Akagi,1771,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,https://cdn.myanimelist.net/images/characters/14/137079.jpg
991,"Aihara, Yuzu",undefined,https://myanimelist.net/character/83367/Yuzu_Aihara,1767,Citrus,https://cdn.myanimelist.net/images/characters/10/488012.jpg
992,"Kajou, Ayame",undefined,https://myanimelist.net/character/115691/Ayame_Kajou,1763,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,https://cdn.myanimelist.net/images/characters/5/290512.jpg
993,"Tu Oderschvank, Nelliel",undefined,https://myanimelist.net/character/4730/Nelliel_Tu_Oderschvank,1763,"Bleach, Bleach: Sennen Kessen-hen, Bleach: Sennen Kessen-hen - Ketsubetsu-tan",https://cdn.myanimelist.net/images/characters/5/531419.jpg
994,"Takahashi, Ryousuke",23,https://myanimelist.net/character/2821/Ryousuke_Takahashi,1761,"Initial D Fourth Stage, Initial D Fifth Stage, Initial D Final Stage",https://cdn.myanimelist.net/images/characters/12/296426.jpg
995,"Miniwa, Tsumiki",15,https://myanimelist.net/character/55839/Tsumiki_Miniwa,1756,"Acchi Kocchi, Acchi Kocchi: Place=Princess",https://cdn.myanimelist.net/images/characters/5/161551.jpg
996,"Senji, Kiyomasa",undefined,https://myanimelist.net/character/12944/Kiyomasa_Senji,1756,"Deadman Wonderland: Akai Knife Tsukai, Deadman Wonderland",https://cdn.myanimelist.net/images/characters/12/120298.jpg
997,"Marvell, Wendy",12,https://myanimelist.net/character/28886/Wendy_Marvell,1755,"Fairy Tail, Fairy Tail OVA, Fairy Tail Movie 1: Houou no Miko",https://cdn.myanimelist.net/images/characters/11/196497.jpg
998,Keyaru,undefined,https://myanimelist.net/character/176631/Keyaru,1754,Kaifuku Jutsushi no Yarinaoshi,https://cdn.myanimelist.net/images/characters/15/422028.jpg
999,"Aragaki, Ayase",14,https://myanimelist.net/character/37302/Ayase_Aragaki,1752,"Ore no Imouto ga Konnani Kawaii Wake ga Nai: SD Chara ni Yoru Character Commentary, Ore no Imouto ga Konnani Kawaii Wake ga Nai, Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials",https://cdn.myanimelist.net/images/characters/10/117839.jpg
1000,Bentham,undefined,https://myanimelist.net/character/4875/Bentham,1752,"One Piece: Mezase! Kaizoku Yakyuu Ou, One Piece, One Piece Movie 08: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi",https://cdn.myanimelist.net/images/characters/6/146037.jpg
1001,Maple,undefined,https://myanimelist.net/character/174332/Maple,1749,"Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu., Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2",https://cdn.myanimelist.net/images/characters/10/396709.jpg
1002,"Kirisu, Mafuyu",20,https://myanimelist.net/character/154056/Mafuyu_Kirisu,1747,"Bokutachi wa Benkyou ga Dekinai, Bokutachi wa Benkyou ga Dekinai: Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru, Bokutachi wa Benkyou ga Dekinai!",https://cdn.myanimelist.net/images/characters/13/492159.jpg
1003,"Dracule, Mihawk",41,https://myanimelist.net/character/2064/Mihawk_Dracule,1747,"One Piece, One Piece Film: Strong World Episode 0, One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai",https://cdn.myanimelist.net/images/characters/7/69747.jpg
1004,"Mashiro, Moritaka",14,https://myanimelist.net/character/14545/Moritaka_Mashiro,1745,"Bakuman., Bakuman. 2nd Season, Bakuman. 3rd Season",https://cdn.myanimelist.net/images/characters/14/133311.jpg
1005,"Lawrence, Kraft",25,https://myanimelist.net/character/7374/Kraft_Lawrence,1743,"Ookami to Koushinryou, Ookami to Koushinryou II, Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu",https://cdn.myanimelist.net/images/characters/11/545222.jpg
1006,"Hatsuseno, Alpha",undefined,https://myanimelist.net/character/2765/Alpha_Hatsuseno,1743,"Yokohama Kaidashi Kikou, Yokohama Kaidashi Kikou: Quiet Country Cafe",https://cdn.myanimelist.net/images/characters/6/303591.jpg
1007,"Daidouji, Tomoyo",10,https://myanimelist.net/character/3120/Tomoyo_Daidouji,1742,"Cardcaptor Sakura, Suteki desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!, Cardcaptor Sakura: Clear Card-hen",https://cdn.myanimelist.net/images/characters/7/55687.jpg
1008,"Kaneda, Shoutarou",undefined,https://myanimelist.net/character/2588/Shoutarou_Kaneda,1742,Akira,https://cdn.myanimelist.net/images/characters/15/114607.jpg
1009,Sephiroth,undefined,https://myanimelist.net/character/1816/Sephiroth,1741,"Final Fantasy VII: Advent Children, Final Fantasy VII: Last Order, Final Fantasy VII: Advent Children Complete",https://cdn.myanimelist.net/images/characters/5/82656.jpg
1010,"Ludenberg, Celestia",undefined,https://myanimelist.net/character/65525/Celestia_Ludenberg,1738,"Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation, Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen, Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen",https://cdn.myanimelist.net/images/characters/15/319379.jpg
1011,"Kousaka, Honoka",16,https://myanimelist.net/character/46171/Honoka_Kousaka,1738,"Bokura no Live Kimi to no Life, Snow Halation, Natsu-iro Egao de 1, 2, Jump!",https://cdn.myanimelist.net/images/characters/2/245793.jpg
1012,Batou,undefined,https://myanimelist.net/character/2653/Batou,1736,"Koukaku Kidoutai, Koukaku Kidoutai: Stand Alone Complex, Innocence",https://cdn.myanimelist.net/images/characters/5/43821.jpg
1013,"Anderson, Alexander",undefined,https://myanimelist.net/character/606/Alexander_Anderson,1734,"Hellsing Ultimate, Hellsing, Hellsing: Digest for Freaks",https://cdn.myanimelist.net/images/characters/16/31548.jpg
1014,"Kobayashi, Rindou",undefined,https://myanimelist.net/character/129046/Rindou_Kobayashi,1726,"Shokugeki no Souma: Ni no Sara OVA, Shokugeki no Souma: San no Sara, Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen",https://cdn.myanimelist.net/images/characters/15/292948.jpg
1015,"Momobami, Kirari",undefined,https://myanimelist.net/character/123913/Kirari_Momobami,1722,"Kakegurui, Kakegurui××, Kakegurui Picture Drama",https://cdn.myanimelist.net/images/characters/12/322950.jpg
1016,"Usami, Akihiko",28,https://myanimelist.net/character/6038/Akihiko_Usami,1722,"Junjou Romantica, Junjou Romantica 2, Junjou Romantica OVA",https://cdn.myanimelist.net/images/characters/16/56239.jpg
1017,Akashi,undefined,https://myanimelist.net/character/31522/Akashi,1721,"Yojouhan Shinwa Taikei, Yojouhan Shinwa Taikei Specials, Yojouhan Time Machine Blues",https://cdn.myanimelist.net/images/characters/3/311918.jpg
1018,"Shokuhou, Misaki",undefined,https://myanimelist.net/character/40136/Misaki_Shokuhou,1719,"Toaru Kagaku no Railgun T, Toaru Kagaku no Railgun S, Toaru Majutsu no Index 10-shuunen Kinen PV",https://cdn.myanimelist.net/images/characters/14/396278.jpg
1019,"Novachrono, Julius",500,https://myanimelist.net/character/136804/Julius_Novachrono,1709,"Black Clover, Black Clover: Jump Festa 2018 Special, Mugyutto! Black Clover",https://cdn.myanimelist.net/images/characters/15/474453.jpg
1020,"Pucci, Enrico",undefined,https://myanimelist.net/character/17676/Enrico_Pucci,1709,"JoJo no Kimyou na Bouken Part 6: Stone Ocean, JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2, JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3",https://cdn.myanimelist.net/images/characters/8/390366.jpg
1021,"Tsuruga, Ren",20,https://myanimelist.net/character/4335/Ren_Tsuruga,1709,Skip Beat!,https://cdn.myanimelist.net/images/characters/15/59129.jpg
1022,"Ishida, Uryuu",15,https://myanimelist.net/character/564/Uryuu_Ishida,1703,"Bleach, Bleach Movie 4: Jigoku-hen, Bleach: Sennen Kessen-hen",https://cdn.myanimelist.net/images/characters/16/139189.jpg
1023,"Tsukamoto, Shuuichi",undefined,https://myanimelist.net/character/120019/Shuuichi_Tsukamoto,1702,"Hibike! Euphonium, Hibike! Euphonium: Suisougaku-bu no Nichijou, Hibike! Euphonium: Kakedasu Monaka",https://cdn.myanimelist.net/images/characters/16/354304.jpg
1024,Sabo,12,https://myanimelist.net/character/32893/Sabo,1702,"One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi, One Piece, One Piece: Cry Heart",https://cdn.myanimelist.net/images/characters/3/526130.jpg
1025,"Blood, Staz Charlie",undefined,https://myanimelist.net/character/36362/Staz_Charlie_Blood,1699,"Blood Lad, Blood Lad: Wagahai wa Neko de wa Nai",https://cdn.myanimelist.net/images/characters/8/225859.jpg
1026,"Kawai, Rika",undefined,https://myanimelist.net/character/190701/Rika_Kawai,1698,"Wonder Egg Priority, Wonder Egg Priority: Watashi no Priority",https://cdn.myanimelist.net/images/characters/5/441004.jpg
1027,"Sanka, Rea",15,https://myanimelist.net/character/32884/Rea_Sanka,1697,"Sankarea, Sankarea OVA, Sankarea: Wagahai mo... Zombie de Aru...",https://cdn.myanimelist.net/images/characters/15/167177.jpg
1028,"Wong, Shorter",undefined,https://myanimelist.net/character/29577/Shorter_Wong,1697,Banana Fish,https://cdn.myanimelist.net/images/characters/4/361822.jpg
1029,"Urushibara, Ruka",16,https://myanimelist.net/character/30919/Ruka_Urushibara,1694,"Steins;Gate, Steins;Gate: Oukoubakko no Poriomania, Steins;Gate Movie: Fuka Ryouiki no Déjà vu",https://cdn.myanimelist.net/images/characters/7/133805.jpg
1030,"Yoshioka, Futaba",undefined,https://myanimelist.net/character/41025/Futaba_Yoshioka,1692,"Ao Haru Ride, Ao Haru Ride OVA",https://cdn.myanimelist.net/images/characters/3/511144.jpg
1031,Filo,undefined,https://myanimelist.net/character/112909/Filo,1691,"Tate no Yuusha no Nariagari, Tate no Yuusha no Nariagari Season 2, Tate no Yuusha no Nariagari Season 3",https://cdn.myanimelist.net/images/characters/2/464618.jpg
1032,Phil,4,https://myanimelist.net/character/150888/Phil,1690,"Yakusoku no Neverland, Yakusoku no Neverland 2nd Season",https://cdn.myanimelist.net/images/characters/7/436435.jpg
1033,The Count of Monte Cristo,undefined,https://myanimelist.net/character/419/The_Count_of_Monte_Cristo,1690,Gankutsuou,https://cdn.myanimelist.net/images/characters/9/102102.jpg
1034,"Watanabe, You",undefined,https://myanimelist.net/character/135407/You_Watanabe,1686,"Kimi no Kokoro wa Kagayaiteru kai?, Love Live! Sunshine!!, Koi ni Naritai Aquarium",https://cdn.myanimelist.net/images/characters/3/303936.jpg
1035,Sakaki,undefined,https://myanimelist.net/character/180/Sakaki,1684,"Azumanga Daiou The Animation, Azumanga Daiou: Gekijou Tanpen, Azumanga Web Daiou",https://cdn.myanimelist.net/images/characters/14/56155.jpg
1036,"Tenma White, Gabriel",16,https://myanimelist.net/character/143074/Gabriel_Tenma_White,1682,"Gabriel DropOut, Gabriel DropOut Specials",https://cdn.myanimelist.net/images/characters/5/324085.jpg
1037,"Burnedead, Mash",15,https://myanimelist.net/character/178609/Mash_Burnedead,1675,"Mashle, Mashle: Mash Burnedead to Fushigi na Tegami, Mashle: Shinkakusha Kouho Senbatsu Shiken-hen",https://cdn.myanimelist.net/images/characters/12/410288.jpg
1038,"Iwasawa, Masami",undefined,https://myanimelist.net/character/24512/Masami_Iwasawa,1675,"Angel Beats!, Angel Beats! Specials, Kaginado Season 2",https://cdn.myanimelist.net/images/characters/12/117224.jpg
1039,"Morita, Shinobu",24,https://myanimelist.net/character/352/Shinobu_Morita,1673,"Hachimitsu to Clover, Hachimitsu to Clover II, Hachimitsu to Clover Specials",https://cdn.myanimelist.net/images/characters/14/34899.jpg
1040,"Kujou, Alisa Mikhailovna",undefined,https://myanimelist.net/character/195230/Alisa_Mikhailovna_Kujou,1671,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,https://cdn.myanimelist.net/images/characters/5/536830.jpg
1041,"Hanma, Yuujirou",undefined,https://myanimelist.net/character/10499/Yuujirou_Hanma,1667,"Grappler Baki: Saidai Tournament-hen, Hanma Baki: Son of Ogre 2nd Season, Grappler Baki (TV)",https://cdn.myanimelist.net/images/characters/16/522481.jpg
1042,Pingu,undefined,https://myanimelist.net/character/155273/Pingu,1666,"Pingu in the City, Pingu in the City (2018)",https://cdn.myanimelist.net/images/characters/3/341111.jpg
1043,"Araragi, Karen",14,https://myanimelist.net/character/24194/Karen_Araragi,1666,"Nisemonogatari, Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin, Bakemonogatari",https://cdn.myanimelist.net/images/characters/9/295367.jpg
1044,Delta,undefined,https://myanimelist.net/character/194185/Delta,1664,"Kagejitsu!, Kagejitsu! Second, Kage no Jitsuryokusha ni Naritakute!",https://cdn.myanimelist.net/images/characters/10/483020.jpg
1045,"Manbavaran, Sucy",undefined,https://myanimelist.net/character/81699/Sucy_Manbavaran,1662,"Little Witch Academia, Little Witch Academia: Mahoujikake no Parade, Little Witch Academia (TV)",https://cdn.myanimelist.net/images/characters/10/322889.jpg
1046,"Ikari, Gendou",48,https://myanimelist.net/character/1257/Gendou_Ikari,1660,"Schick x Evangelion, Shinseiki Evangelion, Shinseiki Evangelion Movie: Shi to Shinsei",https://cdn.myanimelist.net/images/characters/11/53131.jpg
1047,Adam,undefined,https://myanimelist.net/character/177542/Adam,1655,Shuumatsu no Walküre,https://cdn.myanimelist.net/images/characters/5/399120.jpg
1048,Joe,undefined,https://myanimelist.net/character/159055/Joe,1654,"Megalo Box, Megalo Box Specials, Nomad: Megalo Box 2",https://cdn.myanimelist.net/images/characters/9/355644.jpg
1049,"Law, Vincent",undefined,https://myanimelist.net/character/642/Vincent_Law,1653,Ergo Proxy,https://cdn.myanimelist.net/images/characters/3/250405.jpg
1050,"Hashida, Itaru",19,https://myanimelist.net/character/35258/Itaru_Hashida,1652,"Steins;Gate, Steins;Gate: Soumei Eichi no Cognitive Computing, Steins;Gate 0",https://cdn.myanimelist.net/images/characters/6/113767.jpg
1051,"Kasugano, Sora",16,https://myanimelist.net/character/33221/Sora_Kasugano,1650,Yosuga no Sora,https://cdn.myanimelist.net/images/characters/10/101109.jpg
1052,Chito,undefined,https://myanimelist.net/character/154098/Chito,1647,"Shoujo Shuumatsu Ryokou, Shoujo Shuumatsu Jugyou",https://cdn.myanimelist.net/images/characters/5/341027.jpg
1053,"Dekomori, Sanae",15,https://myanimelist.net/character/67215/Sanae_Dekomori,1646,"Chuunibyou demo Koi ga Shitai!, Chuunibyou demo Koi ga Shitai! Lite, Chuunibyou demo Koi ga Shitai! Depth of Field: Ai to Nikushimi Gekijou",https://cdn.myanimelist.net/images/characters/3/183341.jpg
1054,"Radars, Glenn",19,https://myanimelist.net/character/139713/Glenn_Radars,1639,Rokudenashi Majutsu Koushi to Akashic Records,https://cdn.myanimelist.net/images/characters/7/328019.jpg
1055,"Takishima, Kei",undefined,https://myanimelist.net/character/6100/Kei_Takishima,1639,Special A,https://cdn.myanimelist.net/images/characters/15/38866.jpg
1056,Stark,undefined,https://myanimelist.net/character/188177/Stark,1637,"Sousou no Frieren, Sousou no Frieren: ●● no Mahou",https://cdn.myanimelist.net/images/characters/2/523292.jpg
1057,Myne,undefined,https://myanimelist.net/character/163811/Myne,1637,"Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen, Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season, Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA",https://cdn.myanimelist.net/images/characters/4/395079.jpg
1058,"Tsukimoto, Makoto",undefined,https://myanimelist.net/character/20325/Makoto_Tsukimoto,1637,Ping Pong the Animation,https://cdn.myanimelist.net/images/characters/11/266675.jpg
1059,"Ouma, Kokichi",undefined,https://myanimelist.net/character/157643/Kokichi_Ouma,1628,,https://cdn.myanimelist.net/images/characters/6/390862.jpg
1060,Quetzalcoatl,undefined,https://myanimelist.net/character/136731/Quetzalcoatl,1627,"Kobayashi-san Chi no Maid Dragon, Kobayashi-san Chi no OO Dragon, Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",https://cdn.myanimelist.net/images/characters/3/456444.jpg
1061,"Jirou, Kyouka",15,https://myanimelist.net/character/138638/Kyouka_Jirou,1625,"Boku no Hero Academia, Boku no Hero Academia 2nd Season, Boku no Hero Academia: Sukue! Kyuujo Kunren!",https://cdn.myanimelist.net/images/characters/2/300745.jpg
1062,"Shirahama, Kenichi",17,https://myanimelist.net/character/2590/Kenichi_Shirahama,1623,"Shijou Saikyou no Deshi Kenichi, Shijou Saikyou no Deshi Kenichi OVA, Shijou Saikyou no Deshi Kenichi Specials",https://cdn.myanimelist.net/images/characters/2/106190.jpg
1063,"Donato, Marcille",50,https://myanimelist.net/character/134263/Marcille_Donato,1622,"Dungeon Meshi PVs, Dungeon Meshi, Dungeon Meshi 2nd Season",https://cdn.myanimelist.net/images/characters/12/512503.jpg
1064,Broly,undefined,https://myanimelist.net/character/4945/Broly,1622,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen, Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai, Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da",https://cdn.myanimelist.net/images/characters/2/275050.jpg
1065,"Narukami, Yuu",undefined,https://myanimelist.net/character/16252/Yuu_Narukami,1619,"Persona 4 the Animation, Persona 4 the Animation: No One is Alone, Persona 4 the Animation: The Factor of Hope",https://cdn.myanimelist.net/images/characters/16/138009.jpg
1066,Freeza,14,https://myanimelist.net/character/3694/Freeza,1619,"Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen, Dragon Ball Z Movie 15: Fukkatsu no ""F"", Dragon Ball GT",https://cdn.myanimelist.net/images/characters/7/359258.jpg
1067,Shion,12,https://myanimelist.net/character/42307/Shion,1616,No.6,https://cdn.myanimelist.net/images/characters/9/125655.jpg
1068,Rider,undefined,https://myanimelist.net/character/502/Rider,1613,"Fate/stay night Movie: Heaven's Feel - III. Spring Song, Toshiwasure Guda Guda Order 2016, Fate/stay night",https://cdn.myanimelist.net/images/characters/2/31612.jpg
1069,"Okajima, Rokurou",undefined,https://myanimelist.net/character/459/Rokurou_Okajima,1610,"Black Lagoon, Black Lagoon: The Second Barrage, Black Lagoon: Roberta's Blood Trail",https://cdn.myanimelist.net/images/characters/2/57181.jpg
1070,"Negishi, Souichi",undefined,https://myanimelist.net/character/14503/Souichi_Negishi,1609,"Detroit Metal City, Detroit Metal City: Birth of the Metal Devil",https://cdn.myanimelist.net/images/characters/9/33487.jpg
1071,"Aihara, Mei",16,https://myanimelist.net/character/83209/Mei_Aihara,1606,Citrus,https://cdn.myanimelist.net/images/characters/7/349403.jpg
